Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Region,Returned,Segment,Ship Date,Ship Mode,State,Sub-Category,Order_Product_Count,Profit,Quantity,Sales
Office Supplies,United States,Mark Packer,0%,28/06/2014,CA-2012-103772,GBC Recycled Regency Composition Covers,South,,Home Office,02/07/2014,Standard Class,Georgia,Binders,1,$55,2,119.56
Furniture,United States,Craig Yedwab,20%,28/06/2014,CA-2012-112144,Electrix Halogen Magnifier Lamp,West,Yes,Corporate,02/07/2014,Standard Class,Arizona,Furnishings,1,$47,4,621.76
Office Supplies,United States,Craig Yedwab,20%,28/06/2014,CA-2012-112144,Avery 501,West,Yes,Corporate,02/07/2014,Standard Class,Arizona,Labels,1,$2,2,5.904
Furniture,United States,Dorothy Wardle,50%,28/06/2014,CA-2012-162950,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",East,,Corporate,03/07/2014,Second Class,Ohio,Bookcases,1,-$377,6,482.94
Office Supplies,United States,Dorothy Wardle,20%,28/06/2014,CA-2012-162950,Xerox 1999,East,,Corporate,03/07/2014,Second Class,Ohio,Paper,1,$5,3,15.552
Furniture,United States,Sheri Gordon,10%,29/06/2014,CA-2012-165799,Office Star - Mesh Screen back chair with Vinyl seat,East,,Consumer,02/07/2014,First Class,New York,Chairs,1,$1,1,117.882
Technology,United States,Neil Franzšsisch,0%,29/06/2014,US-2012-100069,Cisco 8x8 Inc. 6753i IP Business Phone System,Central,,Home Office,03/07/2014,Standard Class,Nebraska,Phones,1,$73,2,269.98
Office Supplies,United States,Michelle Moray,0%,29/06/2014,US-2012-141684,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _Ó x 11Ó",East,,Consumer,04/07/2014,Standard Class,New York,Paper,1,$11,4,24.96
Furniture,United States,Steven Cartwright,20%,29/06/2014,CA-2012-128860,"Eldon Executive Woodline II Desk Accessories, Mahogany",East,,Consumer,05/07/2014,Standard Class,Pennsylvania,Furnishings,1,$2,1,20.104
Office Supplies,United States,Richard Bierner,80%,02/07/2014,CA-2012-120397,Belkin 8 Outlet Surge Protector,Central,,Consumer,02/07/2014,Same Day,Texas,Appliances,1,-$85,4,32.784
Office Supplies,United States,Steven Roelle,0%,02/07/2014,CA-2012-150196,Xerox 209,East,,Home Office,03/07/2014,First Class,New York,Paper,1,$9,3,19.44
Furniture,United States,Frank Atkinson,20%,02/07/2014,CA-2012-140718,24-Hour Round Wall Clock,South,,Corporate,04/07/2014,First Class,North Carolina,Furnishings,1,$46,10,159.84
Office Supplies,United States,Frank Atkinson,70%,02/07/2014,CA-2012-140718,Wilson Jones Turn Tabs Binder Tool for Ring Binders,South,,Corporate,04/07/2014,First Class,North Carolina,Binders,1,-$2,2,2.892
Office Supplies,United States,Frank Atkinson,20%,02/07/2014,CA-2012-140718,Things To Do Today Pad,South,,Corporate,04/07/2014,First Class,North Carolina,Paper,1,$3,2,9.392
Technology,United States,Frank Atkinson,20%,02/07/2014,CA-2012-140718,Geemarc AmpliPOWER60,South,,Corporate,04/07/2014,First Class,North Carolina,Phones,1,$8,1,74.24
Furniture,United States,Rob Haberlin,30%,02/07/2014,CA-2012-157322,"Global Wood Trimmed Manager's Task Chair, Khaki",Central,,Consumer,06/07/2014,Standard Class,Illinois,Chairs,1,-$93,6,382.116
Furniture,United States,Rob Haberlin,30%,02/07/2014,CA-2012-157322,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Central,,Consumer,06/07/2014,Standard Class,Illinois,Chairs,1,-$6,2,408.422
Office Supplies,United States,Rob Haberlin,20%,02/07/2014,CA-2012-157322,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Ó x 11Ó",Central,,Consumer,06/07/2014,Standard Class,Illinois,Paper,1,$4,2,11.168
Office Supplies,United States,Rob Haberlin,20%,02/07/2014,CA-2012-157322,Adjustable Depth Letter/Legal Cart,Central,,Consumer,06/07/2014,Standard Class,Illinois,Storage,1,$49,3,435.504
Office Supplies,United States,Rob Haberlin,20%,02/07/2014,CA-2012-157322,Advantus Rolling Storage Box,Central,,Consumer,06/07/2014,Standard Class,Illinois,Storage,1,$6,5,68.6
Office Supplies,United States,Karl Braun,20%,02/07/2014,CA-2012-111703,Easy-staple paper,South,,Consumer,09/07/2014,Standard Class,Florida,Paper,1,$4,3,11.952
Office Supplies,United States,Karl Braun,20%,02/07/2014,CA-2012-111703,Xerox 1957,South,,Consumer,09/07/2014,Standard Class,Florida,Paper,1,$6,3,15.552
Furniture,United States,Deirdre Greer,20%,03/07/2014,US-2012-153500,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,East,,Corporate,05/07/2014,First Class,Pennsylvania,Furnishings,1,-$29,2,168.464
Furniture,United States,Deirdre Greer,20%,03/07/2014,US-2012-153500,"Howard Miller 12"" Round Wall Clock",East,,Corporate,05/07/2014,First Class,Pennsylvania,Furnishings,1,$57,9,282.888
Office Supplies,United States,Deirdre Greer,20%,03/07/2014,US-2012-153500,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,,Corporate,05/07/2014,First Class,Pennsylvania,Paper,1,$2,2,6.72
Furniture,United States,Bruce Degenhardt,0%,03/07/2014,CA-2012-128139,Novimex High-Tech Fabric Mesh Task Chair,South,,Consumer,09/07/2014,Standard Class,Kentucky,Chairs,1,$5,1,70.98
Office Supplies,United States,Bruce Degenhardt,0%,03/07/2014,CA-2012-128139,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",South,,Consumer,09/07/2014,Standard Class,Kentucky,Labels,1,$145,3,294.93
Office Supplies,United States,Alan Dominguez,0%,04/07/2014,CA-2012-124268,Colorific Watercolor Pencils,East,,Home Office,08/07/2014,Standard Class,New York,Art,1,$4,3,15.48
Office Supplies,United States,Julie Prescott,20%,04/07/2014,CA-2012-152513,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,,Home Office,08/07/2014,Second Class,California,Binders,1,$7,2,22.848
Technology,United States,Irene Maddox,0%,04/07/2014,CA-2012-154956,Mitel MiVoice 5330e IP Phone,Central,,Consumer,09/07/2014,Standard Class,Wisconsin,Phones,1,$286,4,1099.96
Furniture,United States,Barbara Fisher,20%,05/07/2014,CA-2012-116750,Stackable Trays,South,,Corporate,10/07/2014,Second Class,North Carolina,Furnishings,1,$1,2,4.928
Office Supplies,United States,Mitch Webber,20%,05/07/2014,CA-2012-164336,Acco Perma 4000 Stacking Storage Drawers,East,,Consumer,10/07/2014,Standard Class,Pennsylvania,Storage,1,-$2,3,38.976
Office Supplies,United States,Barbara Fisher,70%,05/07/2014,CA-2012-116750,Wilson Jones Turn Tabs Binder Tool for Ring Binders,South,,Corporate,10/07/2014,Second Class,North Carolina,Binders,1,-$6,5,7.23
Office Supplies,United States,Victor Preis,0%,05/07/2014,CA-2012-130610,Durable Pressboard Binders,Central,,Home Office,10/07/2014,Standard Class,Michigan,Binders,1,$9,5,19
Technology,United States,Mitch Webber,20%,05/07/2014,CA-2012-164336,HP Standard 104 key PS/2 Keyboard,East,,Consumer,10/07/2014,Standard Class,Pennsylvania,Accessories,1,$2,3,34.8
Furniture,United States,Roland Schwarz,20%,05/07/2014,US-2012-158911,Stackable Trays,South,,Corporate,11/07/2014,Standard Class,North Carolina,Furnishings,1,$1,2,4.928
Office Supplies,United States,Roland Schwarz,20%,05/07/2014,US-2012-158911,Avery 508,South,,Corporate,11/07/2014,Standard Class,North Carolina,Labels,1,$4,3,11.784
Furniture,United States,Kalyca Meade,0%,06/07/2014,CA-2012-108665,G.E. Halogen Desk Lamp Bulbs,East,,Corporate,10/07/2014,Standard Class,New York,Furnishings,1,$7,2,13.96
Furniture,United States,Kalyca Meade,0%,06/07/2014,CA-2012-108665,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",East,,Corporate,10/07/2014,Standard Class,New York,Furnishings,1,$64,3,155.82
Office Supplies,United States,Kalyca Meade,0%,06/07/2014,CA-2012-108665,Iceberg Mobile Mega Data/Printer Cart,East,,Corporate,10/07/2014,Standard Class,New York,Storage,1,$156,5,601.65
Technology,United States,Kalyca Meade,0%,06/07/2014,CA-2012-108665,OtterBox Commuter Series Case - Samsung Galaxy S4,East,,Corporate,10/07/2014,Standard Class,New York,Phones,1,$2,5,124.95
Furniture,United States,Paul Prost,0%,06/07/2014,CA-2012-146087,Bush Mission Pointe Library,East,,Home Office,11/07/2014,Standard Class,Massachusetts,Bookcases,1,$60,2,301.96
Furniture,United States,Sarah Jordon,20%,06/07/2014,CA-2012-161627,Novimex Turbo Task Chair,West,Yes,Consumer,11/07/2014,Standard Class,California,Chairs,1,-$17,3,170.352
Office Supplies,United States,Barbara Fisher,0%,06/07/2014,CA-2012-116260,Newell 333,East,,Corporate,12/07/2014,Standard Class,New Jersey,Art,1,$3,4,11.12
Office Supplies,United States,Darrin Martin,20%,08/07/2014,CA-2012-129392,Xerox 1990,Central,,Consumer,08/07/2014,Same Day,Texas,Paper,1,$7,5,21.12
Office Supplies,United States,Kean Nguyen,80%,09/07/2014,CA-2012-123456,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,,Corporate,13/07/2014,Standard Class,Texas,Appliances,1,-$122,2,48.632
Office Supplies,United States,Claudia Bergmann,0%,09/07/2014,CA-2012-111094,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",East,,Corporate,13/07/2014,Standard Class,Massachusetts,Binders,1,$59,3,122.94
Office Supplies,United States,Claudia Bergmann,0%,09/07/2014,CA-2012-111094,Tops Wirebound Message Log Books,East,,Corporate,13/07/2014,Standard Class,Massachusetts,Paper,1,$3,2,6.58
Furniture,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,East,,Consumer,14/07/2014,Standard Class,Maryland,Furnishings,1,$20,2,181.96
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,Prismacolor Color Pencil Set,East,,Consumer,14/07/2014,Standard Class,Maryland,Art,1,$33,4,79.36
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,GBC Recycled VeloBinder Covers,East,,Consumer,14/07/2014,Standard Class,Maryland,Binders,1,$71,9,153.36
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,"Performers Binder/Pad Holder, Black",East,,Consumer,14/07/2014,Standard Class,Maryland,Binders,1,$42,3,84.09
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,Wilson Jones Active Use Binders,East,,Consumer,14/07/2014,Standard Class,Maryland,Binders,1,$21,6,43.68
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,Advantus Map Pennant Flags and Round Head Tacks,East,,Consumer,14/07/2014,Standard Class,Maryland,Fasteners,1,$5,4,15.8
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",East,,Consumer,14/07/2014,Standard Class,Maryland,Labels,1,$6,3,12.39
Office Supplies,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,Project Tote Personal File,East,,Consumer,14/07/2014,Standard Class,Maryland,Storage,1,$28,7,98.21
Office Supplies,United States,Emily Burns,20%,09/07/2014,CA-2012-153626,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,,Consumer,14/07/2014,Standard Class,Tennessee,Art,1,$1,3,5.16
Technology,United States,Matt Collins,40%,09/07/2014,CA-2012-135314,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,,Consumer,14/07/2014,Second Class,Pennsylvania,Phones,1,$40,3,269.982
Technology,United States,Brian Thompson,0%,09/07/2014,CA-2012-132626,Fellowes Powershred HS-440 4-Sheet High Security Shredder,East,,Consumer,14/07/2014,Standard Class,Maryland,Machines,1,$209,3,464.97
Office Supplies,United States,Eric Hoffmann,70%,10/07/2014,CA-2012-149384,Accohide Poly Flexible Ring Binders,West,,Consumer,10/07/2014,Same Day,Arizona,Binders,1,-$2,3,3.366
Office Supplies,United States,Mike Vittorini,20%,10/07/2014,CA-2012-107020,Large Capacity Hanging Post Binders,West,,Consumer,14/07/2014,Standard Class,California,Binders,1,$13,2,39.92
Furniture,United States,Todd Sumrall,30%,11/07/2014,CA-2012-136469,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",East,,Corporate,12/07/2014,First Class,Delaware,Tables,1,-$37,4,199.836
Office Supplies,United States,Todd Sumrall,0%,11/07/2014,CA-2012-136469,Tuf-Vin Binders,East,,Corporate,12/07/2014,First Class,Delaware,Binders,1,$104,7,221.06
Technology,United States,Todd Sumrall,0%,11/07/2014,CA-2012-136469,Wilson Electronics DB Pro Signal Booster,East,,Corporate,12/07/2014,First Class,Delaware,Phones,1,$193,2,716
Furniture,United States,Clytie Kelty,30%,11/07/2014,CA-2012-142237,Novimex Fabric Task Chair,East,,Consumer,13/07/2014,First Class,Pennsylvania,Chairs,1,-$73,8,341.488
Furniture,United States,Clytie Kelty,20%,11/07/2014,CA-2012-142237,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,,Consumer,13/07/2014,First Class,Pennsylvania,Furnishings,1,$36,7,289.8
Furniture,United States,Clytie Kelty,20%,11/07/2014,CA-2012-142237,"Master Big Foot Doorstop, Beige",East,,Consumer,13/07/2014,First Class,Pennsylvania,Furnishings,1,$3,6,25.344
Office Supplies,United States,Clytie Kelty,20%,11/07/2014,CA-2012-142237,Newell 333,East,,Consumer,13/07/2014,First Class,Pennsylvania,Art,1,$1,5,11.12
Office Supplies,United States,Clytie Kelty,70%,11/07/2014,CA-2012-142237,3M Organizer Strips,East,,Consumer,13/07/2014,First Class,Pennsylvania,Binders,1,-$5,4,6.48
Office Supplies,United States,Clytie Kelty,70%,11/07/2014,CA-2012-142237,Acco Suede Grain Vinyl Round Ring Binder,East,,Consumer,13/07/2014,First Class,Pennsylvania,Binders,1,-$2,3,2.502
Office Supplies,United States,Shahid Collister,20%,11/07/2014,CA-2012-142419,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",West,,Consumer,13/07/2014,Second Class,Washington,Binders,1,$34,3,98.352
Office Supplies,United States,Shahid Collister,0%,11/07/2014,CA-2012-142419,Xerox 1896,West,,Consumer,13/07/2014,Second Class,Washington,Paper,1,$13,3,29.97
Furniture,United States,Rob Lucas,30%,12/07/2014,CA-2012-126557,"Global Push Button Manager's Chair, Indigo",Central,,Consumer,17/07/2014,Second Class,Illinois,Chairs,1,-$5,9,383.607
Furniture,United States,Rob Lucas,60%,12/07/2014,CA-2012-126557,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Central,,Consumer,17/07/2014,Second Class,Illinois,Furnishings,1,-$2,1,7.76
Office Supplies,United States,Rob Lucas,20%,12/07/2014,CA-2012-126557,Newell 32,Central,,Consumer,17/07/2014,Second Class,Illinois,Art,1,$1,3,6.912
Office Supplies,United States,Rob Lucas,80%,12/07/2014,CA-2012-126557,Tuff Stuff Recycled Round Ring Binders,Central,,Consumer,17/07/2014,Second Class,Illinois,Binders,1,-$3,2,1.928
Technology,United States,Rob Lucas,20%,12/07/2014,CA-2012-126557,GE 2-Jack Phone Line Splitter,Central,,Consumer,17/07/2014,Second Class,Illinois,Phones,1,$49,4,659.168
Technology,United States,Rob Lucas,20%,12/07/2014,CA-2012-126557,Geemarc AmpliPOWER60,Central,,Consumer,17/07/2014,Second Class,Illinois,Phones,1,$17,2,148.48
Technology,United States,Rob Lucas,20%,12/07/2014,CA-2012-126557,Vtech CS6719,Central,,Consumer,17/07/2014,Second Class,Illinois,Phones,1,$54,7,537.544
Technology,United States,Fred McMath,20%,12/07/2014,CA-2012-112711,Vtech CS6719,Central,,Consumer,18/07/2014,Standard Class,Texas,Phones,1,$31,4,307.168
Furniture,United States,Natalie DeCherney,10%,13/07/2014,CA-2012-114069,Safco Contoured Stacking Chairs,East,,Consumer,15/07/2014,Second Class,New York,Chairs,1,$322,9,1931.04
Office Supplies,United States,Natalie DeCherney,20%,13/07/2014,CA-2012-114069,GBC Plastic Binding Combs,East,,Consumer,15/07/2014,Second Class,New York,Binders,1,$4,2,11.808
Office Supplies,United States,Natalie DeCherney,0%,13/07/2014,CA-2012-114069,Easy-staple paper,East,,Consumer,15/07/2014,Second Class,New York,Paper,1,$5,2,9.96
Office Supplies,United States,Neil Ducich,0%,13/07/2014,US-2012-140851,Xerox 1931,South,,Corporate,15/07/2014,Second Class,Georgia,Paper,1,$19,6,38.88
Office Supplies,United States,Sara Luxemburg,80%,13/07/2014,US-2012-107349,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,,Home Office,15/07/2014,First Class,Texas,Binders,1,-$67,6,41.568
Furniture,United States,Toby Gnade,70%,14/07/2014,CA-2012-143364,"Hon Metal Bookcases, Black",West,,Consumer,19/07/2014,Second Class,Arizona,Bookcases,1,-$192,6,127.764
Furniture,United States,Toby Gnade,20%,14/07/2014,CA-2012-143364,SAFCO Arco Folding Chair,West,,Consumer,19/07/2014,Second Class,Arizona,Chairs,1,$50,2,441.92
Office Supplies,United States,Toby Gnade,20%,14/07/2014,CA-2012-143364,Xerox 1899,West,,Consumer,19/07/2014,Second Class,Arizona,Paper,1,$7,4,18.496
Office Supplies,United States,Toby Gnade,20%,14/07/2014,CA-2012-143364,SAFCO Boltless Steel Shelving,West,,Consumer,19/07/2014,Second Class,Arizona,Storage,1,-$65,3,272.736
Furniture,United States,Eleni McCrary,20%,16/07/2014,CA-2012-113404,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,West,,Corporate,16/07/2014,Same Day,California,Chairs,1,-$219,6,1348.704
Furniture,United States,Eleni McCrary,20%,16/07/2014,CA-2012-113404,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,West,,Corporate,16/07/2014,Same Day,California,Chairs,1,$79,3,700.152
Office Supplies,United States,Katrina Edelman,0%,16/07/2014,US-2012-166520,Petty Cash Envelope,East,,Corporate,19/07/2014,First Class,New York,Paper,1,$40,3,80.88
Technology,United States,Katrina Edelman,0%,16/07/2014,US-2012-166520,Kensington Orbit Wireless Mobile Trackball for PC and Mac,East,,Corporate,19/07/2014,First Class,New York,Accessories,1,$192,10,599.9
Furniture,United States,Michael Granlund,0%,16/07/2014,CA-2012-146948,"Global Manager's Adjustable Task Chair, Storm",East,,Home Office,20/07/2014,Standard Class,Maryland,Chairs,1,$44,1,150.98
Office Supplies,United States,Michael Granlund,0%,16/07/2014,CA-2012-146948,"White Envelopes, White Envelopes with Clear Poly Window",East,,Home Office,20/07/2014,Standard Class,Maryland,Envelopes,1,$63,9,137.25
Office Supplies,United States,Michael Granlund,0%,16/07/2014,CA-2012-146948,"Acco Banker's Clasps, 5 3/4""-Long",East,,Home Office,20/07/2014,Standard Class,Maryland,Fasteners,1,$5,4,11.52
Furniture,United States,Jessica Myrick,15%,17/07/2014,CA-2012-138534,"Sauder Camden County Collection Libraries, Planked Cherry Finish",West,,Consumer,19/07/2014,Second Class,California,Bookcases,1,-$14,2,195.466
Furniture,United States,Michael Paige,20%,17/07/2014,US-2012-149629,"Bush Westfield Collection Bookcases, Medium Cherry Finish",South,,Corporate,20/07/2014,Second Class,Florida,Bookcases,1,$6,5,231.92
Office Supplies,United States,Victoria Brennan,20%,17/07/2014,CA-2012-121132,Advantus T-Pin Paper Clips,Central,,Corporate,24/07/2014,Standard Class,Texas,Fasteners,1,$3,4,14.432
Office Supplies,United States,Victoria Brennan,20%,17/07/2014,CA-2012-121132,Avery 479,Central,,Corporate,24/07/2014,Standard Class,Texas,Labels,1,$2,3,6.264
Furniture,United States,Pauline Johnson,0%,18/07/2014,CA-2012-122973,"Eldon Expressions Wood Desk Accessories, Oak",East,,Consumer,20/07/2014,Second Class,New York,Furnishings,1,$2,1,7.38
Office Supplies,United States,Pauline Johnson,20%,18/07/2014,CA-2012-122973,Economy Binders,East,,Consumer,20/07/2014,Second Class,New York,Binders,1,$1,2,3.328
Technology,United States,Pauline Johnson,0%,18/07/2014,CA-2012-122973,"Plantronics CS 50-USB -ÊheadsetÊ- Convertible, Monaural",East,,Consumer,20/07/2014,Second Class,New York,Phones,1,$37,1,135.99
Office Supplies,United States,Karen Carlisle,0%,18/07/2014,CA-2012-159590,Newell 32,East,,Corporate,21/07/2014,First Class,New York,Art,1,$2,2,5.76
Technology,United States,Roland Fjeld,0%,18/07/2014,CA-2012-111206,Logitech G35 7.1-Channel Surround Sound Headset,West,,Consumer,22/07/2014,Standard Class,California,Accessories,1,$177,4,519.96
Office Supplies,United States,Thais Sissman,70%,19/07/2014,US-2012-160150,Wilson Jones DublLock D-Ring Binders,West,,Consumer,20/07/2014,First Class,Arizona,Binders,1,-$1,1,2.025
Office Supplies,United States,Ralph Kennedy,0%,20/07/2014,CA-2012-160472,"White Envelopes, White Envelopes with Clear Poly Window",Central,,Consumer,25/07/2014,Second Class,Indiana,Envelopes,1,$49,7,106.75
Office Supplies,United States,Ralph Kennedy,0%,20/07/2014,CA-2012-160472,Tops White Computer Printout Paper,Central,,Consumer,25/07/2014,Second Class,Indiana,Paper,1,$46,2,97.82
Office Supplies,United States,Ralph Kennedy,0%,20/07/2014,CA-2012-160472,Xerox 1981,Central,,Consumer,25/07/2014,Second Class,Indiana,Paper,1,$12,5,26.4
Office Supplies,United States,Ralph Kennedy,0%,20/07/2014,CA-2012-160472,Eldon Portable Mobile Manager,Central,,Consumer,25/07/2014,Second Class,Indiana,Storage,1,$38,5,141.4
Office Supplies,United States,Ralph Kennedy,0%,20/07/2014,CA-2012-160472,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Central,,Consumer,25/07/2014,Second Class,Indiana,Storage,1,$10,1,34.76
Technology,United States,Ralph Kennedy,0%,20/07/2014,CA-2012-160472,Imation Bio 8GB USBÊFlash Drive ImationÊCorp,Central,,Consumer,25/07/2014,Second Class,Indiana,Accessories,1,$125,5,831.2
Furniture,United States,Russell Applegate,30%,20/07/2014,US-2012-122784,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Central,,Consumer,27/07/2014,Standard Class,Illinois,Bookcases,1,-$52,5,913.43
Furniture,United States,Russell Applegate,30%,20/07/2014,US-2012-122784,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Central,,Consumer,27/07/2014,Standard Class,Illinois,Bookcases,1,-$126,4,384.944
Office Supplies,United States,Russell Applegate,80%,20/07/2014,US-2012-122784,Avery Durable Binders,Central,,Consumer,27/07/2014,Standard Class,Illinois,Binders,1,-$4,5,2.88
Technology,United States,Russell Applegate,20%,20/07/2014,US-2012-122784,Pyle PMP37LED,Central,,Consumer,27/07/2014,Standard Class,Illinois,Phones,1,$13,2,153.584
Office Supplies,United States,Melanie Seite,20%,23/07/2014,CA-2012-124044,Acco 3-Hole Punch,East,,Consumer,26/07/2014,Second Class,New York,Binders,1,$4,3,10.512
Furniture,United States,Tracy Hopkins,0%,23/07/2014,CA-2012-120810,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,,Home Office,27/07/2014,Standard Class,New York,Furnishings,1,$50,3,128.82
Office Supplies,United States,Tracy Hopkins,0%,23/07/2014,CA-2012-120810,Belkin F5C206VTEL 6 Outlet Surge,East,,Home Office,27/07/2014,Standard Class,New York,Appliances,1,$21,3,68.94
Furniture,United States,Shirley Schmidt,0%,24/07/2014,CA-2012-103135,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",South,,Home Office,28/07/2014,Standard Class,Kentucky,Furnishings,1,$6,3,20.94
Office Supplies,United States,Shirley Schmidt,0%,24/07/2014,CA-2012-103135,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",South,,Home Office,28/07/2014,Standard Class,Kentucky,Binders,1,$41,6,90.06
Office Supplies,United States,Shirley Schmidt,0%,24/07/2014,CA-2012-103135,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",South,,Home Office,28/07/2014,Standard Class,Kentucky,Binders,1,$62,9,135.09
Technology,United States,Shirley Schmidt,0%,24/07/2014,CA-2012-103135,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,South,,Home Office,28/07/2014,Standard Class,Kentucky,Accessories,1,$64,14,279.86
Furniture,United States,Michelle Huthwaite,0%,25/07/2014,CA-2012-148635,"Sauder Forest Hills Library, Woodland Oak Finish",West,,Consumer,27/07/2014,Second Class,Washington,Bookcases,1,$56,5,704.9
Furniture,United States,Michelle Huthwaite,20%,25/07/2014,CA-2012-148635,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,West,,Consumer,27/07/2014,Second Class,Washington,Chairs,1,$28,2,561.568
Office Supplies,United States,Michelle Huthwaite,0%,25/07/2014,CA-2012-148635,Plymouth Boxed Rubber Bands by Plymouth,West,,Consumer,27/07/2014,Second Class,Washington,Fasteners,1,$0,2,9.42
Office Supplies,United States,Michelle Huthwaite,0%,25/07/2014,CA-2012-148635,Xerox 228,West,,Consumer,27/07/2014,Second Class,Washington,Paper,1,$6,2,12.96
Furniture,United States,Yana Sorensen,0%,25/07/2014,CA-2012-154291,"Bevis Round Conference Table Top, X-Base",South,,Corporate,29/07/2014,Standard Class,Alabama,Tables,1,$39,2,358.58
Office Supplies,United States,Yana Sorensen,0%,25/07/2014,CA-2012-154291,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",South,,Corporate,29/07/2014,Standard Class,Alabama,Envelopes,1,$49,9,98.46
Office Supplies,United States,Ross Baird,70%,25/07/2014,US-2012-150161,GBC Premium Transparent Covers with Diagonal Lined Pattern,East,,Home Office,29/07/2014,Standard Class,Pennsylvania,Binders,1,-$18,4,25.176
Technology,United States,Russell D'Ascenzo,20%,25/07/2014,CA-2012-139248,Motorola L703CM,West,,Consumer,30/07/2014,Standard Class,California,Phones,1,$39,5,623.96
Office Supplies,United States,Alan Shonely,20%,26/07/2014,CA-2012-143700,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",East,,Consumer,26/07/2014,Same Day,Pennsylvania,Paper,1,$4,2,10.368
Furniture,United States,Cynthia Arntzen,50%,26/07/2014,US-2012-140200,Bevis Boat-Shaped Conference Table,West,,Consumer,28/07/2014,First Class,Arizona,Tables,1,-$204,3,393.165
Furniture,United States,Cyma Kinney,20%,26/07/2014,CA-2012-127754,Office Star - Contemporary Task Swivel Chair,West,,Corporate,31/07/2014,Standard Class,Arizona,Chairs,1,$13,3,266.352
Office Supplies,United States,Bart Pistole,0%,26/07/2014,CA-2012-148180,Newell 334,West,,Corporate,31/07/2014,Standard Class,California,Art,1,$26,5,99.2
Office Supplies,United States,Bart Pistole,20%,26/07/2014,CA-2012-148180,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",West,,Corporate,31/07/2014,Standard Class,California,Binders,1,$3,3,9.144
Office Supplies,United States,Bart Pistole,20%,26/07/2014,CA-2012-148180,Tuff Stuff Recycled Round Ring Binders,West,,Corporate,31/07/2014,Standard Class,California,Binders,1,$8,6,23.136
Office Supplies,United States,Helen Andreada,0%,26/07/2014,CA-2012-136735,Airmail Envelopes,West,,Consumer,02/08/2014,Standard Class,California,Envelopes,1,$79,2,167.86
Technology,United States,Patrick Gardner,0%,27/07/2014,US-2012-129553,Mediabridge Sport Armband iPhone 5s,South,,Consumer,02/08/2014,Standard Class,Kentucky,Phones,1,$0,3,29.97
Furniture,United States,Helen Andreada,0%,30/07/2014,CA-2012-155334,Regeneration Desk Collection,West,,Consumer,31/07/2014,First Class,California,Furnishings,1,$2,3,5.28
